Date,Value,year,month
191211,38.1,1912,11
191212,29.8,1912,12
191301,28.7,1913,1
191302,31.8,1913,2
191303,34.1,1913,3
191304,39.6,1913,4
191305,46.4,1913,5
191306,52.4,1913,6
191307,59.7,1913,7
191308,60.6,1913,8
191309,55.1,1913,9
191310,44.5,1913,10
191311,41.2,1913,11
191312,33.2,1913,12
191401,36.8,1914,1
191402,35.0,1914,2
191403,39.7,1914,3
191404,43.2,1914,4
191405,48.4,1914,5
191406,52.6,1914,6
191407,58.4,1914,7
191408,58.2,1914,8
191409,52.1,1914,9
191410,46.9,1914,10
191411,38.0,1914,11
191412,30.2,1914,12
191501,32.5,1915,1
191502,36.3,1915,2
191503,39.0,1915,3
191504,43.5,1915,4
191505,46.1,1915,5
191506,51.8,1915,6
191507,58.5,1915,7
191508,58.4,1915,8
191509,51.7,1915,9
191510,43.7,1915,10
191511,36.4,1915,11
191512,33.7,1915,12
191601,31.4,1916,1
191602,37.5,1916,2
191603,39.5,1916,3
191604,42.2,1916,4
191605,44.0,1916,5
191606,51.3,1916,6
191607,57.3,1916,7
191608,56.8,1916,8
191609,52.0,1916,9
191610,41.9,1916,10
191611,33.0,1916,11
191612,29.3,1916,12
191701,26.8,1917,1
191702,32.2,1917,2
191703,31.1,1917,3
191704,39.0,1917,4
191705,43.4,1917,5
191706,52.4,1917,6
191707,62.0,1917,7
191708,59.1,1917,8
191709,53.8,1917,9
191710,47.0,1917,10
191711,38.6,1917,11
191712,34.4,1917,12
191801,31.9,1918,1
191802,33.5,1918,2
191803,38.2,1918,3
191804,40.4,1918,4
191805,43.6,1918,5
191806,58.0,1918,6
191807,57.9,1918,7
191808,57.2,1918,8
191809,55.5,1918,9
191810,48.5,1918,10
191811,36.8,1918,11
191812,30.1,1918,12
191901,30.5,1919,1
191902,33.2,1919,2
191903,35.1,1919,3
191904,41.7,1919,4
191905,48.9,1919,5
191906,51.8,1919,6
191907,59.9,1919,7
191908,58.2,1919,8
191909,52.7,1919,9
191910,40.6,1919,10
191911,34.1,1919,11
191912,31.6,1919,12
192001,33.2,1920,1
192002,34.3,1920,2
192003,34.8,1920,3
192004,39.3,1920,4
192005,45.6,1920,5
192006,52.8,1920,6
192007,57.1,1920,7
192008,59.0,1920,8
192009,51.8,1920,9
192010,42.5,1920,10
192011,37.8,1920,11
192012,32.9,1920,12
192101,32.4,1921,1
192102,34.3,1921,2
192103,39.8,1921,3
192104,38.9,1921,4
192105,45.1,1921,5
192106,54.6,1921,6
192107,59.9,1921,7
192108,57.2,1921,8
192109,51.2,1921,9
192110,47.3,1921,10
192111,37.7,1921,11
192112,35.8,1921,12
192201,27.4,1922,1
192202,32.4,1922,2
192203,34.2,1922,3
192204,37.3,1922,4
192205,46.4,1922,5
192206,54.7,1922,6
192207,60.4,1922,7
192208,57.8,1922,8
192209,54.9,1922,9
192210,45.0,1922,10
192211,34.3,1922,11
192212,36.0,1922,12
192301,32.6,1923,1
192302,31.1,1923,2
192303,35.3,1923,3
192304,41.3,1923,4
192305,47.2,1923,5
192306,49.2,1923,6
192307,57.9,1923,7
192308,57.4,1923,8
192309,54.8,1923,9
192310,44.2,1923,10
192311,39.1,1923,11
192312,31.8,1923,12
192401,28.8,1924,1
192402,37.0,1924,2
192403,35.1,1924,3
192404,41.0,1924,4
192405,49.5,1924,5
192406,53.6,1924,6
192407,57.3,1924,7
192408,56.5,1924,8
192409,52.2,1924,9
192410,43.0,1924,10
192411,37.4,1924,11
192412,30.7,1924,12
192501,32.4,1925,1
192502,37.4,1925,2
192503,36.9,1925,3
192504,42.5,1925,4
192505,49.0,1925,5
192506,54.3,1925,6
192507,61.2,1925,7
192508,56.5,1925,8
192509,50.0,1925,9
192510,43.7,1925,10
192511,36.8,1925,11
192512,34.5,1925,12
192601,30.6,1926,1
192602,37.4,1926,2
192603,40.9,1926,3
192604,47.0,1926,4
192605,48.6,1926,5
192606,56.7,1926,6
192607,59.6,1926,7
192608,57.8,1926,8
192609,49.7,1926,9
192610,46.4,1926,10
192611,42.0,1926,11
192612,32.3,1926,12
192701,34.0,1927,1
192702,37.3,1927,2
192703,36.8,1927,3
192704,40.5,1927,4
192705,45.6,1927,5
192706,53.6,1927,6
192707,59.1,1927,7
192708,56.9,1927,8
192709,50.5,1927,9
192710,45.5,1927,10
192711,41.0,1927,11
192712,31.5,1927,12
192801,32.8,1928,1
192802,34.2,1928,2
192803,40.8,1928,3
192804,40.7,1928,4
192805,50.2,1928,5
192806,53.3,1928,6
192807,58.7,1928,7
192808,57.0,1928,8
192809,52.6,1928,9
192810,44.5,1928,10
192811,37.5,1928,11
192812,30.8,1928,12
192901,30.0,1929,1
192902,30.1,1929,2
192903,36.2,1929,3
192904,38.2,1929,4
192905,46.9,1929,5
192906,52.7,1929,6
192907,59.0,1929,7
192908,59.9,1929,8
192909,52.0,1929,9
192910,46.6,1929,10
192911,34.7,1929,11
192912,36.7,1929,12
193001,31.6,1930,1
193002,37.2,1930,2
193003,38.5,1930,3
193004,43.6,1930,4
193005,44.0,1930,5
193006,53.0,1930,6
193007,59.0,1930,7
193008,58.1,1930,8
193009,51.5,1930,9
193010,43.7,1930,10
193011,37.1,1930,11
193012,28.8,1930,12
193101,33.5,1931,1
193102,37.5,1931,2
193103,38.4,1931,3
193104,43.5,1931,4
193105,51.2,1931,5
193106,54.2,1931,6
193107,63.4,1931,7
193108,60.6,1931,8
193109,51.8,1931,9
193110,45.5,1931,10
193111,35.0,1931,11
193112,31.7,1931,12
193201,29.9,1932,1
193202,32.8,1932,2
193203,38.8,1932,3
193204,39.8,1932,4
193205,47.4,1932,5
193206,53.6,1932,6
193207,58.0,1932,7
193208,57.3,1932,8
193209,54.5,1932,9
193210,45.2,1932,10
193211,40.2,1932,11
193212,28.4,1932,12
193301,29.0,1933,1
193302,28.2,1933,2
193303,37.4,1933,3
193304,39.7,1933,4
193305,43.1,1933,5
193306,52.1,1933,6
193307,61.0,1933,7
193308,59.3,1933,8
193309,51.8,1933,9
193310,49.5,1933,10
193311,37.2,1933,11
193312,34.4,1933,12
193401,34.9,1934,1
193402,38.6,1934,2
193403,43.8,1934,3
193404,45.4,1934,4
193405,50.4,1934,5
193406,52.5,1934,6
193407,59.5,1934,7
193408,59.9,1934,8
193409,53.8,1934,9
193410,47.3,1934,10
193411,40.8,1934,11
193412,35.3,1934,12
193501,32.9,1935,1
193502,36.2,1935,2
193503,33.7,1935,3
193504,42.7,1935,4
193505,46.3,1935,5
193506,54.7,1935,6
193507,57.7,1935,7
193508,59.3,1935,8
193509,54.7,1935,9
193510,44.6,1935,10
193511,34.4,1935,11
193512,33.0,1935,12
193601,34.8,1936,1
193602,35.6,1936,2
193603,38.2,1936,3
193604,43.1,1936,4
193605,48.9,1936,5
193606,55.2,1936,6
193607,61.5,1936,7
193608,59.9,1936,8
193609,53.0,1936,9
193610,46.6,1936,10
193611,36.1,1936,11
193612,32.0,1936,12
193701,23.2,1937,1
193702,32.4,1937,2
193703,37.5,1937,3
193704,40.1,1937,4
193705,48.0,1937,5
193706,54.4,1937,6
193707,60.9,1937,7
193708,59.0,1937,8
193709,54.6,1937,9
193710,47.3,1937,10
193711,40.2,1937,11
193712,36.5,1937,12
193801,34.6,1938,1
193802,35.0,1938,2
193803,36.5,1938,3
193804,42.0,1938,4
193805,47.2,1938,5
193806,54.7,1938,6
193807,60.4,1938,7
193808,58.3,1938,8
193809,55.6,1938,9
193810,45.7,1938,10
193811,33.8,1938,11
193812,35.7,1938,12
193901,32.9,1939,1
193902,29.8,1939,2
193903,37.8,1939,3
193904,44.2,1939,4
193905,48.3,1939,5
193906,52.8,1939,6
193907,59.9,1939,7
193908,59.8,1939,8
193909,55.4,1939,9
193910,45.2,1939,10
193911,37.9,1939,11
193912,36.6,1939,12
194001,37.4,1940,1
194002,38.2,1940,2
194003,40.3,1940,3
194004,43.7,1940,4
194005,50.4,1940,5
194006,57.0,1940,6
194007,58.2,1940,7
194008,58.8,1940,8
194009,53.4,1940,9
194010,47.3,1940,10
194011,36.9,1940,11
194012,36.6,1940,12
194101,36.6,1941,1
194102,39.5,1941,2
194103,39.4,1941,3
194104,40.3,1941,4
194105,49.6,1941,5
194106,52.3,1941,6
194107,59.9,1941,7
194108,57.5,1941,8
194109,49.9,1941,9
194110,44.1,1941,10
194111,39.7,1941,11
194112,35.7,1941,12
194201,33.5,1942,1
194202,32.4,1942,2
194203,34.6,1942,3
194204,41.5,1942,4
194205,44.8,1942,5
194206,52.4,1942,6
194207,60.7,1942,7
194208,58.7,1942,8
194209,51.9,1942,9
194210,46.5,1942,10
194211,38.5,1942,11
194212,34.7,1942,12
194301,32.8,1943,1
194302,35.8,1943,2
194303,40.2,1943,3
194304,44.0,1943,4
194305,48.0,1943,5
194306,50.1,1943,6
194307,58.7,1943,7
194308,56.3,1943,8
194309,55.2,1943,9
194310,46.5,1943,10
194311,37.6,1943,11
194312,34.5,1943,12
194401,32.0,1944,1
194402,32.9,1944,2
194403,35.5,1944,3
194404,39.2,1944,4
194405,46.9,1944,5
194406,50.4,1944,6
194407,56.8,1944,7
194408,56.2,1944,8
194409,53.8,1944,9
194410,47.0,1944,10
194411,37.9,1944,11
194412,34.4,1944,12
194501,32.2,1945,1
194502,35.4,1945,2
194503,34.2,1945,3
194504,39.8,1945,4
194505,47.1,1945,5
194506,53.1,1945,6
194507,61.1,1945,7
194508,58.1,1945,8
194509,54.5,1945,9
194510,48.9,1945,10
194511,38.0,1945,11
194512,34.3,1945,12
194601,31.0,1946,1
194602,31.0,1946,2
194603,36.6,1946,3
194604,42.6,1946,4
194605,47.5,1946,5
194606,52.4,1946,6
194607,59.9,1946,7
194608,58.8,1946,8
194609,53.2,1946,9
194610,42.5,1946,10
194611,35.9,1946,11
194612,35.5,1946,12
194701,28.6,1947,1
194702,36.6,1947,2
194703,39.6,1947,3
194704,43.1,1947,4
194705,50.5,1947,5
194706,53.8,1947,6
194707,56.9,1947,7
194708,56.4,1947,8
194709,54.8,1947,9
194710,47.6,1947,10
194711,34.7,1947,11
194712,31.9,1947,12
194801,32.5,1948,1
194802,31.1,1948,2
194803,33.4,1948,3
194804,40.7,1948,4
194805,45.2,1948,5
194806,53.5,1948,6
194807,57.2,1948,7
194808,56.2,1948,8
194809,52.9,1948,9
194810,46.1,1948,10
194811,35.1,1948,11
194812,29.3,1948,12
194901,22.3,1949,1
194902,29.3,1949,2
194903,36.8,1949,3
194904,43.2,1949,4
194905,47.9,1949,5
194906,54.6,1949,6
194907,58.5,1949,7
194908,56.2,1949,8
194909,54.8,1949,9
194910,43.2,1949,10
194911,41.1,1949,11
194912,30.6,1949,12
195001,28.2,1950,1
195002,34.7,1950,2
195003,36.7,1950,3
195004,42.7,1950,4
195005,46.6,1950,5
195006,52.2,1950,6
195007,60.8,1950,7
195008,58.2,1950,8
195009,54.0,1950,9
195010,48.2,1950,10
195011,42.8,1950,11
195012,39.1,1950,12
195101,33.1,1951,1
195102,34.1,1951,2
195103,35.4,1951,3
195104,42.7,1951,4
195105,47.9,1951,5
195106,53.5,1951,6
195107,59.2,1951,7
195108,57.8,1951,8
195109,54.9,1951,9
195110,45.5,1951,10
195111,38.5,1951,11
195112,32.1,1951,12
195201,30.6,1952,1
195202,33.8,1952,2
195203,33.9,1952,3
195204,42.2,1952,4
195205,48.6,1952,5
195206,50.6,1952,6
195207,60.6,1952,7
195208,58.8,1952,8
195209,55.6,1952,9
195210,48.8,1952,10
195211,35.0,1952,11
195212,34.4,1952,12
195301,37.6,1953,1
195302,32.6,1953,2
195303,35.6,1953,3
195304,40.4,1953,4
195305,43.3,1953,5
195306,50.6,1953,6
195307,60.6,1953,7
195308,57.2,1953,8
195309,55.6,1953,9
195310,44.9,1953,10
195311,40.9,1953,11
195312,32.8,1953,12
195401,33.4,1954,1
195402,36.6,1954,2
195403,35.5,1954,3
195404,44.7,1954,4
195405,48.9,1954,5
195406,52.4,1954,6
195407,60.5,1954,7
195408,55.8,1954,8
195409,51.8,1954,9
195410,44.6,1954,10
195411,39.9,1954,11
195412,32.6,1954,12
195501,29.1,1955,1
195502,30.3,1955,2
195503,35.2,1955,3
195504,37.6,1955,4
195505,46.2,1955,5
195506,52.4,1955,6
195507,56.9,1955,7
195508,59.0,1955,8
195509,53.7,1955,9
195510,46.6,1955,10
195511,37.2,1955,11
195512,37.3,1955,12
195601,36.4,1956,1
195602,29.7,1956,2
195603,35.6,1956,3
195604,41.3,1956,4
195605,48.1,1956,5
195606,53.6,1956,6
195607,59.4,1956,7
195608,56.0,1956,8
195609,54.8,1956,9
195610,45.2,1956,10
195611,35.6,1956,11
195612,31.2,1956,12
195701,29.4,1957,1
195702,38.8,1957,2
195703,39.5,1957,3
195704,42.0,1957,4
195705,47.3,1957,5
195706,56.2,1957,6
195707,59.3,1957,7
195708,56.8,1957,8
195709,54.6,1957,9
195710,46.5,1957,10
195711,36.5,1957,11
195712,34.7,1957,12
195801,34.1,1958,1
195802,40.0,1958,2
195803,35.5,1958,3
195804,41.2,1958,4
195805,50.0,1958,5
195806,54.4,1958,6
195807,59.7,1958,7
195808,62.7,1958,8
195809,55.6,1958,9
195810,49.3,1958,10
195811,38.5,1958,11
195812,36.1,1958,12
195901,35.9,1959,1
195902,33.6,1959,2
195903,38.8,1959,3
195904,44.6,1959,4
195905,46.1,1959,5
195906,55.7,1959,6
195907,62.4,1959,7
195908,58.5,1959,8
195909,53.8,1959,9
195910,48.2,1959,10
195911,36.8,1959,11
195912,32.4,1959,12
196001,31.5,1960,1
196002,34.2,1960,2
196003,40.2,1960,3
196004,42.1,1960,4
196005,46.6,1960,5
196006,57.4,1960,6
196007,61.6,1960,7
196008,58.0,1960,8
196009,55.2,1960,9
196010,45.9,1960,10
196011,38.2,1960,11
196012,32.6,1960,12
196101,32.9,1961,1
196102,36.6,1961,2
196103,37.4,1961,3
196104,41.7,1961,4
196105,45.8,1961,5
196106,57.3,1961,6
196107,61.2,1961,7
196108,61.3,1961,8
196109,51.9,1961,9
196110,45.9,1961,10
196111,36.1,1961,11
196112,32.9,1961,12
196201,30.1,1962,1
196202,35.2,1962,2
196203,34.5,1962,3
196204,43.8,1962,4
196205,45.4,1962,5
196206,53.0,1962,6
196207,58.2,1962,7
196208,58.4,1962,8
196209,54.4,1962,9
196210,47.5,1962,10
196211,40.1,1962,11
196212,34.8,1962,12
196301,28.6,1963,1
196302,41.8,1963,2
196303,35.9,1963,3
196304,38.8,1963,4
196305,49.3,1963,5
196306,52.6,1963,6
196307,57.2,1963,7
196308,58.1,1963,8
196309,57.0,1963,9
196310,49.7,1963,10
196311,39.8,1963,11
196312,32.8,1963,12
196401,31.1,1964,1
196402,30.8,1964,2
196403,34.2,1964,3
196404,39.5,1964,4
196405,45.1,1964,5
196406,52.8,1964,6
196407,59.7,1964,7
196408,59.1,1964,8
196409,51.7,1964,9
196410,49.6,1964,10
196411,36.6,1964,11
196412,37.0,1964,12
196501,34.8,1965,1
196502,33.8,1965,2
196503,37.2,1965,3
196504,42.8,1965,4
196505,45.9,1965,5
196506,51.3,1965,6
196507,58.4,1965,7
196508,59.9,1965,8
196509,50.5,1965,9
196510,47.5,1965,10
196511,41.8,1965,11
196512,31.9,1965,12
196601,30.8,1966,1
196602,31.7,1966,2
196603,37.7,1966,3
196604,43.5,1966,4
196605,49.6,1966,5
196606,54.3,1966,6
196607,57.7,1966,7
196608,60.6,1966,8
196609,54.6,1966,9
196610,46.1,1966,10
196611,41.1,1966,11
196612,35.4,1966,12
196701,33.5,1967,1
196702,34.5,1967,2
196703,37.4,1967,3
196704,35.7,1967,4
196705,47.2,1967,5
196706,52.7,1967,6
196707,61.9,1967,7
196708,62.5,1967,8
196709,57.4,1967,9
196710,47.1,1967,10
196711,42.6,1967,11
196712,29.8,1967,12
196801,31.1,1968,1
196802,40.6,1968,2
196803,38.6,1968,3
196804,40.5,1968,4
196805,47.0,1968,5
196806,55.0,1968,6
196807,60.6,1968,7
196808,57.5,1968,8
196809,54.0,1968,9
196810,46.4,1968,10
196811,40.0,1968,11
196812,30.6,1968,12
196901,34.9,1969,1
196902,33.6,1969,2
196903,35.3,1969,3
196904,41.1,1969,4
196905,49.7,1969,5
196906,54.6,1969,6
196907,60.4,1969,7
196908,59.9,1969,8
196909,56.4,1969,9
196910,44.0,1969,10
196911,38.7,1969,11
196912,35.2,1969,12
197001,36.2,1970,1
197002,37.2,1970,2
197003,37.8,1970,3
197004,37.1,1970,4
197005,48.3,1970,5
197006,55.2,1970,6
197007,61.3,1970,7
197008,59.7,1970,8
197009,51.8,1970,9
197010,44.8,1970,10
197011,40.9,1970,11
197012,33.4,1970,12
197101,32.7,1971,1
197102,33.7,1971,2
197103,36.1,1971,3
197104,39.4,1971,4
197105,45.6,1971,5
197106,52.9,1971,6
197107,60.8,1971,7
197108,61.5,1971,8
197109,53.9,1971,9
197110,42.5,1971,10
197111,36.5,1971,11
197112,30.1,1971,12
197201,29.4,1972,1
197202,35.6,1972,2
197203,41.3,1972,3
197204,41.0,1972,4
197205,47.9,1972,5
197206,55.5,1972,6
197207,61.1,1972,7
197208,59.3,1972,8
197209,53.1,1972,9
197210,46.8,1972,10
197211,37.7,1972,11
197212,29.9,1972,12
197301,31.1,1973,1
197302,37.2,1973,2
197303,35.4,1973,3
197304,41.0,1973,4
197305,50.0,1973,5
197306,56.0,1973,6
197307,59.6,1973,7
197308,58.4,1973,8
197309,53.1,1973,9
197310,45.5,1973,10
197311,39.2,1973,11
197312,36.0,1973,12
197401,33.0,1974,1
197402,32.7,1974,2
197403,39.3,1974,3
197404,39.9,1974,4
197405,47.3,1974,5
197406,55.4,1974,6
197407,59.9,1974,7
197408,58.7,1974,8
197409,56.2,1974,9
197410,47.4,1974,10
197411,38.2,1974,11
197412,32.7,1974,12
197501,31.2,1975,1
197502,34.1,1975,2
197503,36.4,1975,3
197504,36.3,1975,4
197505,46.6,1975,5
197506,53.5,1975,6
197507,59.2,1975,7
197508,57.2,1975,8
197509,56.4,1975,9
197510,45.2,1975,10
197511,36.2,1975,11
197512,33.6,1975,12
197601,31.8,1976,1
197602,35.5,1976,2
197603,35.2,1976,3
197604,38.7,1976,4
197605,48.6,1976,5
197606,52.9,1976,6
197607,60.3,1976,7
197608,56.3,1976,8
197609,55.8,1976,9
197610,46.9,1976,10
197611,40.6,1976,11
197612,30.2,1976,12
197701,31.5,1977,1
197702,35.8,1977,2
197703,33.5,1977,3
197704,42.2,1977,4
197705,43.8,1977,5
197706,57.1,1977,6
197707,59.4,1977,7
197708,61.0,1977,8
197709,54.5,1977,9
197710,47.8,1977,10
197711,39.4,1977,11
197712,38.6,1977,12
197801,38.2,1978,1
197802,37.8,1978,2
197803,42.8,1978,3
197804,41.2,1978,4
197805,47.1,1978,5
197806,54.3,1978,6
197807,59.7,1978,7
197808,59.1,1978,8
197809,53.4,1978,9
197810,49.0,1978,10
197811,36.0,1978,11
197812,29.0,1978,12
197901,31.8,1979,1
197902,33.8,1979,2
197903,38.9,1979,3
197904,41.3,1979,4
197905,48.9,1979,5
197906,53.8,1979,6
197907,59.3,1979,7
197908,57.8,1979,8
197909,56.7,1979,9
197910,49.1,1979,10
197911,37.2,1979,11
197912,34.5,1979,12
198001,37.7,1980,1
198002,39.6,1980,2
198003,36.7,1980,3
198004,42.1,1980,4
198005,46.0,1980,5
198006,51.4,1980,6
198007,60.7,1980,7
198008,58.2,1980,8
198009,54.0,1980,9
198010,47.1,1980,10
198011,38.4,1980,11
198012,35.8,1980,12
198101,37.1,1981,1
198102,36.7,1981,2
198103,38.6,1981,3
198104,43.5,1981,4
198105,49.0,1981,5
198106,58.3,1981,6
198107,59.8,1981,7
198108,60.1,1981,8
198109,56.3,1981,9
198110,44.8,1981,10
198111,41.8,1981,11
198112,37.8,1981,12
198201,30.9,1982,1
198202,36.5,1982,2
198203,37.4,1982,3
198204,40.5,1982,4
198205,47.9,1982,5
198206,53.4,1982,6
198207,58.9,1982,7
198208,59.7,1982,8
198209,54.6,1982,9
198210,46.1,1982,10
198211,37.3,1982,11
198212,33.6,1982,12
198301,35.1,1983,1
198302,38.5,1983,2
198303,40.5,1983,3
198304,39.3,1983,4
198305,47.9,1983,5
198306,53.6,1983,6
198307,57.3,1983,7
198308,60.6,1983,8
198309,57.8,1983,9
198310,49.3,1983,10
198311,40.4,1983,11
198312,37.6,1983,12
198401,35.1,1984,1
198402,34.4,1984,2
198403,39.7,1984,3
198404,40.6,1984,4
198405,50.7,1984,5
198406,54.2,1984,6
198407,62.8,1984,7
198408,60.8,1984,8
198409,57.9,1984,9
198410,45.0,1984,10
198411,38.4,1984,11
198412,32.7,1984,12
198501,31.9,1985,1
198502,33.3,1985,2
198503,35.1,1985,3
198504,44.3,1985,4
198505,47.2,1985,5
198506,57.0,1985,6
198507,62.5,1985,7
198508,57.5,1985,8
198509,51.9,1985,9
198510,45.8,1985,10
198511,36.4,1985,11
198512,33.4,1985,12
198601,39.0,1986,1
198602,39.6,1986,2
198603,42.2,1986,3
198604,42.3,1986,4
198605,48.3,1986,5
198606,56.5,1986,6
198607,58.5,1986,7
198608,61.0,1986,8
198609,51.1,1986,9
198610,46.1,1986,10
198611,39.3,1986,11
198612,34.0,1986,12
198701,31.4,1987,1
198702,35.4,1987,2
198703,37.6,1987,3
198704,44.5,1987,4
198705,50.3,1987,5
198706,56.1,1987,6
198707,56.6,1987,7
198708,59.0,1987,8
198709,54.8,1987,9
198710,51.0,1987,10
198711,39.6,1987,11
198712,32.7,1987,12
198801,33.3,1988,1
198802,35.2,1988,2
198803,37.9,1988,3
198804,43.0,1988,4
198805,46.6,1988,5
198806,54.3,1988,6
198807,62.6,1988,7
198808,59.7,1988,8
198809,54.2,1988,9
198810,50.1,1988,10
198811,40.1,1988,11
198812,32.3,1988,12
198901,30.0,1989,1
198902,32.2,1989,2
198903,41.0,1989,3
198904,46.4,1989,4
198905,48.2,1989,5
198906,55.4,1989,6
198907,59.8,1989,7
198908,57.5,1989,8
198909,53.9,1989,9
198910,46.0,1989,10
198911,38.6,1989,11
198912,32.2,1989,12
199001,32.7,1990,1
199002,31.5,1990,2
199003,39.2,1990,3
199004,45.7,1990,4
199005,47.4,1990,5
199006,54.8,1990,6
199007,62.0,1990,7
199008,59.8,1990,8
199009,55.7,1990,9
199010,47.4,1990,10
199011,37.5,1990,11
199012,26.8,1990,12
199101,32.6,1991,1
199102,38.8,1991,2
199103,35.5,1991,3
199104,40.4,1991,4
199105,45.1,1991,5
199106,52.2,1991,6
199107,60.8,1991,7
199108,59.0,1991,8
199109,57.4,1991,9
199110,50.5,1991,10
199111,40.0,1991,11
199112,33.9,1991,12
199201,33.2,1992,1
